stakes,northing,easting,zones,aspect,slope,watershed,SYear,maxDepth,Stake_ID,OLS.Prediction.Ring.5,DIST_FT,DIST_M,DBH_IN,DBH_CM,DIST_FT_SD,DIST_M_SD,DBH_IN_SD,DBH_CM_SD,n,prop_Coniferous,Co
S215,464744.8,5262500.0,Upland,201.5048,1.26977,S2,2023,76.0,S215,0.008631149028106,14.366666666666667,4.378960000000001,8.989501371666668,22.83333333333333,4.707794954470016,1.434935902122461,4.163808541482393,10.576073625563192,3,0.3333333333333333,2
S215,464744.8,5262500.0,Upland,201.5048,1.26977,S2,2024,21.0,S215,0.008631149028106,14.366666666666667,4.378960000000001,8.989501371666668,22.83333333333333,4.707794954470016,1.434935902122461,4.163808541482393,10.576073625563192,3,0.3333333333333333,2
S220,464670.6,5262240.0,Upland,252.4753,2.85169,S2,2023,68.0,S220,0.2164817858342909,15.275,4.65582,10.73818904725,27.275,8.560332103036991,2.6091892250056747,5.606796488077561,14.241262985724669,8,0.0,2
S220,464670.6,5262240.0,Upland,252.4753,2.85169,S2,2024,18.0,S220,0.2164817858342909,15.275,4.65582,10.73818904725,27.275,8.560332103036991,2.6091892250056747,5.606796488077561,14.241262985724669,8,0.0,2
S221,464670.6,5262292.0,Bog,200.2377,0.72501,S2,2023,56.0,S221,1.7124931593899186,13.25,4.0386,4.730033777,12.014285714285714,6.405616525903113,1.952431917095269,0.8276879322808997,2.102327334118125,14,0.2857142857142857,11
S221,464670.6,5262292.0,Bog,200.2377,0.72501,S2,2024,18.0,S221,1.7124931593899186,13.25,4.0386,4.730033777,12.014285714285714,6.405616525903113,1.952431917095269,0.8276879322808997,2.102327334118125,14,0.2857142857142857,11
S222,464670.6,5262344.0,Bog,279.4718,0.43563,S2,2023,63.0,S222,1.679134415211148,16.03846153846154,4.888523076923077,6.917020033538462,17.56923076923077,4.675563862883004,1.4251118654067396,2.063607181321575,5.241562205962489,13,1.0,9
S222,464670.6,5262344.0,Bog,279.4718,0.43563,S2,2024,20.0,S222,1.679134415211148,16.03846153846154,4.888523076923077,6.917020033538462,17.56923076923077,4.675563862883004,1.4251118654067396,2.063607181321575,5.241562205962489,13,1.0,9
S223,464670.6,5262396.0,Bog,174.7998,0.39548,S2,2023,69.0,S223,1.155658737328905,16.633333333333333,5.06984,6.096737948,15.485714285714286,5.903755866677868,1.799464788163414,1.1345337707792609,2.881715758759998,21,1.0,19
S223,464670.6,5262396.0,Bog,174.7998,0.39548,S2,2024,25.0,S223,1.155658737328905,16.633333333333333,5.06984,6.096737948,15.485714285714286,5.903755866677868,1.799464788163414,1.1345337707792609,2.881715758759998,21,1.0,19
S224,464670.6,5262448.0,Lagg,187.7631,3.17706,S2,2023,64.0,S224,1.1915835387521956,14.746153846153849,4.494627692307692,5.24227744223077,13.315384615384616,7.862634777288441,2.3965310801175166,2.0137096993666543,5.114822602633473,13,0.5384615384615384,11
S224,464670.6,5262448.0,Lagg,187.7631,3.17706,S2,2024,20.0,S224,1.1915835387521956,14.746153846153849,4.494627692307692,5.24227744223077,13.315384615384616,7.862634777288441,2.3965310801175166,2.0137096993666543,5.114822602633473,13,0.5384615384615384,11
S225,464670.6,5262500.0,Lagg,58.388,1.09319,S2,2023,61.0,S225,0.8246373527857209,14.04,4.2793920000000005,7.283464615000001,18.5,8.950307257295696,2.7280536520237284,0.7913287942874074,2.0099751242241783,5,1.0,0
S225,464670.6,5262500.0,Lagg,58.388,1.09319,S2,2024,17.0,S225,0.8246373527857209,14.04,4.2793920000000005,7.283464615000001,18.5,8.950307257295696,2.7280536520237284,0.7913287942874074,2.0099751242241783,5,1.0,0
S226,464670.6,5262552.0,Upland,275.0663,2.38778,S2,2023,59.0,S226,0.1266697822760628,13.25,4.0386,9.1692913991,23.29,6.129210570882862,1.8681833820050964,2.3411463077476973,5.946511582432175,10,0.0,7
S226,464670.6,5262552.0,Upland,275.0663,2.38778,S2,2024,16.0,S226,0.1266697822760628,13.25,4.0386,9.1692913991,23.29,6.129210570882862,1.8681833820050964,2.3411463077476973,5.946511582432175,10,0.0,7
S232,464596.4,5262344.0,Lagg,25.94226,14.422,S2,2023,66.0,S232,0.6758060326035144,17.942857142857143,5.468982857142858,11.614173305,29.5,6.987812519631863,2.129885255983792,5.023607681708885,12.759963427324807,7,0.4285714285714285,4
S232,464596.4,5262344.0,Lagg,25.94226,14.422,S2,2024,20.0,S232,0.6758060326035144,17.942857142857143,5.468982857142858,11.614173305,29.5,6.987812519631863,2.129885255983792,5.023607681708885,12.759963427324807,7,0.4285714285714285,4
S233,464596.4,5262396.0,Bog,113.9634,0.70519,S2,2023,68.0,S233,1.3455469734234438,19.52142857142857,5.950131428571429,6.782902182000001,17.228571428571428,6.391963532608568,1.9482704847390917,1.5702864291720582,3.988527503772745,14,0.9285714285714286,9
S233,464596.4,5262396.0,Bog,113.9634,0.70519,S2,2024,21.0,S233,1.3455469734234438,19.52142857142857,5.950131428571429,6.782902182000001,17.228571428571428,6.391963532608568,1.9482704847390917,1.5702864291720582,3.988527503772745,14,0.9285714285714286,9
S234,464596.4,5262448.0,Bog,180.0,0.28632,S2,2023,70.0,S234,0.7425235209610552,19.08076923076923,5.815818461538462,5.449727473884615,13.842307692307692,4.966690586760502,1.5138472908446012,1.0129775551957307,2.5729629732156,26,1.0,0
S234,464596.4,5262448.0,Bog,180.0,0.28632,S2,2024,15.0,S234,0.7425235209610552,19.08076923076923,5.815818461538462,5.449727473884615,13.842307692307692,4.966690586760502,1.5138472908446012,1.0129775551957307,2.5729629732156,26,1.0,0
S235,464596.4,5262500.0,Lagg,105.2713,0.40827,S2,2023,75.0,S235,0.3986718501952679,13.9,4.23672,5.614173265400001,14.26,2.8398943642325856,0.865599802218092,1.2594118441451567,3.198906063015918,5,1.0,2
S235,464596.4,5262500.0,Lagg,105.2713,0.40827,S2,2024,21.0,S235,0.3986718501952679,13.9,4.23672,5.614173265400001,14.26,2.8398943642325856,0.865599802218092,1.2594118441451567,3.198906063015918,5,1.0,2
S236,464596.4,5262552.0,Upland,4.635716,1.32895,S2,2023,57.0,S236,0.2062175568562077,16.68,5.084064000000001,7.2125984728,18.32,6.890702270289856,2.100286051984348,2.783439526438191,7.0699363504914245,10,0.2,7
S236,464596.4,5262552.0,Upland,4.635716,1.32895,S2,2024,18.0,S236,0.2062175568562077,16.68,5.084064000000001,7.2125984728,18.32,6.890702270289856,2.100286051984348,2.783439526438191,7.0699363504914245,10,0.2,7
S243,464522.2,5262396.0,Upland,50.67678,8.63669,S2,2023,66.0,S243,0.3601809915274559,16.057142857142857,4.894217142857143,6.715410618,17.057142857142857,7.12316810201218,2.1711416374933123,4.465040088674591,11.341201750381533,7,0.1428571428571428,5
S243,464522.2,5262396.0,Upland,50.67678,8.63669,S2,2024,19.0,S243,0.3601809915274559,16.057142857142857,4.894217142857143,6.715410618,17.057142857142857,7.12316810201218,2.1711416374933123,4.465040088674591,11.341201750381533,7,0.1428571428571428,5
S244,464522.2,5262448.0,Upland,355.6789,8.02736,S2,2023,65.0,S244,0.2960295604144358,15.8,4.815840000000001,7.075365626,17.97142857142857,7.142595233293474,2.177063027107851,4.156836196870506,10.558363870365882,7,0.1428571428571428,5
S244,464522.2,5262448.0,Upland,355.6789,8.02736,S2,2024,15.0,S244,0.2960295604144358,15.8,4.815840000000001,7.075365626,17.97142857142857,7.142595233293474,2.177063027107851,4.156836196870506,10.558363870365882,7,0.1428571428571428,5
S245,464522.2,5262500.0,Upland,21.695,3.57951,S2,2023,59.0,S245,0.0984431525863341,16.152941176470588,4.923416470588236,9.279759209,23.57058823529412,5.753815869388204,1.7537630769895247,5.786125371281157,14.696758346055532,17,0.0,7
S245,464522.2,5262500.0,Upland,21.695,3.57951,S2,2024,23.0,S245,0.0984431525863341,16.152941176470588,4.923416470588236,9.279759209,23.57058823529412,5.753815869388204,1.7537630769895247,5.786125371281157,14.696758346055532,17,0.0,7
S246,464522.2,5262552.0,Upland,308.4806,5.336709,S2,2023,65.0,S246,0.165160640943875,19.1,5.821680000000001,12.2677166164,31.16,5.573947334599501,1.698939147585928,5.993460054793196,15.223388438700352,10,0.0,2
S246,464522.2,5262552.0,Upland,308.4806,5.336709,S2,2024,20.0,S246,0.165160640943875,19.1,5.821680000000001,12.2677166164,31.16,5.573947334599501,1.698939147585928,5.993460054793196,15.223388438700352,10,0.0,2
S254,464448.0,5262448.0,Upland,225.0,0.96229,S2,2023,60.0,S254,0.1523303547212709,16.155555555555555,4.924213333333333,7.239720082777778,18.38888888888889,8.181245490619249,2.493643625540747,4.058959890169477,10.30975805298607,9,0.0,9
S254,464448.0,5262448.0,Upland,225.0,0.96229,S2,2024,18.0,S254,0.1523303547212709,16.155555555555555,4.924213333333333,7.239720082777778,18.38888888888889,8.181245490619249,2.493643625540747,4.058959890169477,10.30975805298607,9,0.0,9
S255,464448.0,5262500.0,Upland,0.008743,1.43197,S2,2023,57.0,S255,0.2370102437904574,17.259999999999998,5.260848,11.1889764518,28.42,5.846404403087803,1.7819840620611624,5.576943044916994,14.16543524059729,10,0.0,7
S255,464448.0,5262500.0,Upland,0.008743,1.43197,S2,2024,18.0,S255,0.2370102437904574,17.259999999999998,5.260848,11.1889764518,28.42,5.846404403087803,1.7819840620611624,5.576943044916994,14.16543524059729,10,0.0,7
S603,464335.0,5262867.0,Upland,100.015,0.618323,S6,2023,33.0,S603,1.9383061969077493,15.814285714285711,4.820194285714286,7.879640097,20.01428571428572,6.977280003144901,2.1266749449585656,2.375496926155208,6.033762152611397,21,0.8095238095238095,16
S603,464335.0,5262867.0,Upland,100.015,0.618323,S6,2024,17.0,S603,1.9383061969077493,15.814285714285711,4.820194285714286,7.879640097,20.01428571428572,6.977280003144901,2.1266749449585656,2.375496926155208,6.033762152611397,21,0.8095238095238095,16
S611,464396.8,5263285.0,Lagg,84.30152,0.71976,S6,2023,33.0,S611,2.13332654749133,15.956521739130435,4.863547826086957,6.841835033173913,17.378260869565217,7.402261699026154,2.256209365863172,2.205234275373252,5.601295022479512,23,0.7391304347826086,16
S611,464396.8,5263285.0,Lagg,84.30152,0.71976,S6,2024,14.0,S611,2.13332654749133,15.956521739130435,4.863547826086957,6.841835033173913,17.378260869565217,7.402261699026154,2.256209365863172,2.205234275373252,5.601295022479512,23,0.7391304347826086,16
S612,464396.8,5263076.0,Bog,161.5534,0.339843,S6,2023,66.0,S612,1.668870186233065,16.59629411764706,5.058550447058824,6.037517409,15.33529411764706,6.370129450850135,1.9416154566191213,2.305879562615449,5.856934050387475,17,1.0,7
S612,464396.8,5263076.0,Bog,161.5534,0.339843,S6,2024,18.0,S612,1.668870186233065,16.59629411764706,5.058550447058824,6.037517409,15.33529411764706,6.370129450850135,1.9416154566191213,2.305879562615449,5.856934050387475,17,1.0,7
S613,464396.8,5262867.0,Lagg,37.4997,19.39961,S6,2023,56.0,S613,1.753550075302251,17.77193103448276,5.416884579310345,6.819169200586207,17.320689655172412,6.798030691368506,2.072039754729121,2.0082979931076466,5.101076868826315,29,0.6206896551724138,17
S613,464396.8,5262867.0,Lagg,37.4997,19.39961,S6,2024,18.0,S613,1.753550075302251,17.77193103448276,5.416884579310345,6.819169200586207,17.320689655172412,6.798030691368506,2.072039754729121,2.0082979931076466,5.101076868826315,29,0.6206896551724138,17
S614,464396.8,5262658.0,Upland,84.29677,1.439196,S6,2023,33.0,S614,1.6560399000104609,16.730434782608697,5.099436521739131,8.952413616086957,22.73913043478261,6.297866506178443,1.9195897110831892,1.8440523793973589,4.683893012755598,23,0.9130434782608696,22
S614,464396.8,5262658.0,Upland,84.29677,1.439196,S6,2024,16.0,S614,1.6560399000104609,16.730434782608697,5.099436521739131,8.952413616086957,22.73913043478261,6.297866506178443,1.9195897110831892,1.8440523793973589,4.683893012755598,23,0.9130434782608696,22
S621,464458.6,5263285.0,Upland,210.6501,6.712477,S6,2023,47.0,S621,2.67733068332974,16.431142857142856,5.008212342857143,8.138357759,20.67142857142857,6.493986926461909,1.97936721518559,2.027997376526976,5.151113302381171,28,0.6785714285714286,18
S621,464458.6,5263285.0,Upland,210.6501,6.712477,S6,2024,17.0,S621,2.67733068332974,16.431142857142856,5.008212342857143,8.138357759,20.67142857142857,6.493986926461909,1.97936721518559,2.027997376526976,5.151113302381171,28,0.6785714285714286,18
S622,464458.6,5263076.0,Lagg,215.5392,4.916601,S6,2023,34.0,S622,1.668870186233065,16.504857142857144,5.030680457142857,6.5511811456,16.64,5.670389949983506,1.7283348567549728,2.1564134050278247,5.477290012620561,35,0.6571428571428571,17
S622,464458.6,5263076.0,Lagg,215.5392,4.916601,S6,2024,15.0,S622,1.668870186233065,16.504857142857144,5.030680457142857,6.5511811456,16.64,5.670389949983506,1.7283348567549728,2.1564134050278247,5.477290012620561,35,0.6571428571428571,17
S623,464458.6,5262867.0,Bog,348.6811,0.547875,S6,2023,72.0,S623,0.875958497676137,18.66,5.687568000000001,5.27401578284,13.396,5.641734366900543,1.7196006350312856,1.2400783292010369,3.149798935381961,25,0.96,9
S623,464458.6,5262867.0,Bog,348.6811,0.547875,S6,2024,22.0,S623,0.875958497676137,18.66,5.687568000000001,5.27401578284,13.396,5.641734366900543,1.7196006350312856,1.2400783292010369,3.149798935381961,25,0.96,9
S624,464458.6,5262658.0,Lagg,51.39898,25.4478,S6,2023,52.0,S624,1.0632806765261558,19.503225806451614,5.944583225806452,5.759461556935484,14.629032258064516,5.734485380628776,1.7478711440156511,1.99048603186124,5.055834487559042,31,0.2258064516129032,21
S624,464458.6,5262658.0,Lagg,51.39898,25.4478,S6,2024,17.0,S624,1.0632806765261558,19.503225806451614,5.944583225806452,5.759461556935484,14.629032258064516,5.734485380628776,1.7478711440156511,1.99048603186124,5.055834487559042,31,0.2258064516129032,21
S625,464458.6,5262449.0,Upland,149.6178,1.203789,S6,2023,47.0,S625,0.6963344905596809,18.52753333333333,5.64719216,7.370078788800001,18.72,5.131622910467808,1.5641186631105877,1.927537746857639,4.895945844705159,15,0.2666666666666666,10
S625,464458.6,5262449.0,Upland,149.6178,1.203789,S6,2024,18.0,S625,0.6963344905596809,18.52753333333333,5.64719216,7.370078788800001,18.72,5.131622910467808,1.5641186631105877,1.927537746857639,4.895945844705159,15,0.2666666666666666,10
S631,464520.4,5263285.0,Upland,264.7998,1.186282,S6,2023,40.0,S631,2.064043001889268,16.675,5.082540000000001,8.687007931350001,22.065,8.638462034169594,2.6330032280148923,1.5436345293579088,3.920831678691599,20,0.75,20
S631,464520.4,5263285.0,Upland,264.7998,1.186282,S6,2024,14.0,S631,2.064043001889268,16.675,5.082540000000001,8.687007931350001,22.065,8.638462034169594,2.6330032280148923,1.5436345293579088,3.920831678691599,20,0.75,20
S632,464520.4,5263076.0,Upland,250.6175,4.093031,S6,2023,40.0,S632,1.5713600109412742,17.935950000000002,5.46687756,8.862204782900001,22.51,6.058726420583263,1.8466998129937788,2.116828081430795,5.3767432913477125,20,1.0,17
S632,464520.4,5263076.0,Upland,250.6175,4.093031,S6,2024,17.0,S632,1.5713600109412742,17.935950000000002,5.46687756,8.862204782900001,22.51,6.058726420583263,1.8466998129937788,2.116828081430795,5.3767432913477125,20,1.0,17
S633,464520.4,5262867.0,Lagg,214.6792,16.22974,S6,2023,38.0,S633,1.5841902971638786,16.84275,5.1336702,7.14145111575,18.139285714285712,6.545711559798069,1.995132883426452,2.0614772012417384,5.236152056595412,28,0.7142857142857143,18
S633,464520.4,5262867.0,Lagg,214.6792,16.22974,S6,2024,16.0,S633,1.5841902971638786,16.84275,5.1336702,7.14145111575,18.139285714285712,6.545711559798069,1.995132883426452,2.0614772012417384,5.236152056595412,28,0.7142857142857143,18
S634,464520.4,5262658.0,Bog,81.84194,0.253367,S6,2023,71.0,S634,1.0145255888802602,17.054545454545455,5.198225454545455,6.10594134309091,15.50909090909091,5.892259946126552,1.7959608315793731,1.4181378486830851,3.602070111881374,11,1.0,5
S634,464520.4,5262658.0,Bog,81.84194,0.253367,S6,2024,21.0,S634,1.0145255888802602,17.054545454545455,5.198225454545455,6.10594134309091,15.50909090909091,5.892259946126552,1.7959608315793731,1.4181378486830851,3.602070111881374,11,1.0,5
S635,464520.4,5262449.0,Lagg,23.90763,21.69698,S6,2023,49.0,S635,0.4961820254870583,17.122766666666667,5.21901928,5.619422609266668,14.273333333333332,6.492391826848818,1.97888102882352,1.7275851950622727,4.388066366496935,30,0.1666666666666666,17
S635,464520.4,5262449.0,Lagg,23.90763,21.69698,S6,2024,18.0,S635,0.4961820254870583,17.122766666666667,5.21901928,5.619422609266668,14.273333333333332,6.492391826848818,1.97888102882352,1.7275851950622727,4.388066366496935,30,0.1666666666666666,17
S636,464520.4,5262240.0,Upland,284.0857,9.7621,S6,2023,34.0,S636,0.4192003081514343,15.763217391304348,4.804628660869565,7.0095858045652175,17.804347826086957,7.788297077004947,2.373872949071108,2.8589853940090117,7.261822852854857,23,0.0,18
S636,464520.4,5262240.0,Upland,284.0857,9.7621,S6,2024,18.0,S636,0.4192003081514343,15.763217391304348,4.804628660869565,7.0095858045652175,17.804347826086957,7.788297077004947,2.373872949071108,2.8589853940090117,7.261822852854857,23,0.0,18
S642,464582.2,5263076.0,Upland,188.4725,1.701028,S6,2023,57.0,S642,1.2480367981316534,20.781375,6.3341631000000005,7.627952806250001,19.375,5.981870296989062,1.8232740665222664,2.74924205611296,6.983074776438624,16,0.625,9
S642,464582.2,5263076.0,Upland,188.4725,1.701028,S6,2024,16.0,S642,1.2480367981316534,20.781375,6.3341631000000005,7.627952806250001,19.375,5.981870296989062,1.8232740665222664,2.74924205611296,6.983074776438624,16,0.625,9
S643,464582.2,5262867.0,Upland,203.7467,2.9316,S6,2023,51.0,S643,1.7381537318351266,19.68431578947369,5.99977945263158,8.265644480578947,20.99473684210526,5.4011028508859145,1.646256148950027,2.0398477503771595,5.181213251761977,19,0.7368421052631579,15
S643,464582.2,5262867.0,Upland,203.7467,2.9316,S6,2024,19.0,S643,1.7381537318351266,19.68431578947369,5.99977945263158,8.265644480578947,20.99473684210526,5.4011028508859145,1.646256148950027,2.0398477503771595,5.181213251761977,19,0.7368421052631579,15
S644,464582.2,5262658.0,Upland,226.2777,13.37794,S6,2023,48.0,S644,1.2865276567994657,16.814666666666668,5.1251104000000005,8.766404257333335,22.266666666666666,6.49011866084774,1.978188167826391,2.4298115872777566,6.171721390952141,24,0.2916666666666667,18
S644,464582.2,5262658.0,Upland,226.2777,13.37794,S6,2024,18.0,S644,1.2865276567994657,16.814666666666668,5.1251104000000005,8.766404257333335,22.266666666666666,6.49011866084774,1.978188167826391,2.4298115872777566,6.171721390952141,24,0.2916666666666667,18
S645,464582.2,5262449.0,Bog,154.9844,0.592828,S6,2023,47.0,S645,0.6373151739357025,16.08325,4.9021746,6.889763825,17.5,8.421447021063033,2.5668570520200125,2.3749189304815106,6.032294043609896,8,0.25,3
S645,464582.2,5262449.0,Bog,154.9844,0.592828,S6,2024,17.0,S645,0.6373151739357025,16.08325,4.9021746,6.889763825,17.5,8.421447021063033,2.5668570520200125,2.3749189304815106,6.032294043609896,8,0.25,3
S646,464582.2,5262240.0,Upland,166.1192,3.132299,S6,2023,42.0,S646,1.2223762256864454,15.886454545454546,4.8421913454545455,6.896922021181819,17.51818181818182,5.1329633422349,1.5645272267131975,1.4074258858661155,3.5748617265058464,11,1.0,10
S646,464582.2,5262240.0,Upland,166.1192,3.132299,S6,2024,20.0,S646,1.2223762256864454,15.886454545454546,4.8421913454545455,6.896922021181819,17.51818181818182,5.1329633422349,1.5645272267131975,1.4074258858661155,3.5748617265058464,11,1.0,10
S654,464644.0,5262658.0,Upland,350.3666,1.924451,S6,2023,57.0,S654,0.4628232813082879,19.547807692307693,5.958171784615385,6.962447047769231,17.684615384615384,5.90592133384271,1.8001248225552584,2.433891076445233,6.182083293369141,26,0.0,15
S654,464644.0,5262658.0,Upland,350.3666,1.924451,S6,2024,17.0,S654,0.4628232813082879,19.547807692307693,5.958171784615385,6.962447047769231,17.684615384615384,5.90592133384271,1.8001248225552584,2.433891076445233,6.182083293369141,26,0.0,15
S655,464644.0,5262449.0,Upland,259.7763,6.629145,S6,2023,60.0,S655,1.407132347291943,15.075277777777778,4.594944666666667,6.303587093222222,16.011111111111113,5.93237933424351,1.8081892210774224,2.537889071775508,6.446238199764617,18,0.4444444444444444,10
S655,464644.0,5262449.0,Upland,259.7763,6.629145,S6,2024,17.0,S655,1.407132347291943,15.075277777777778,4.594944666666667,6.303587093222222,16.011111111111113,5.93237933424351,1.8081892210774224,2.537889071775508,6.446238199764617,18,0.4444444444444444,10
